term,label,note
http://id.nlm.nih.gov/mesh/2019/C009727 | benzoylarginine ethyl ester | used as substrate for trypsin; RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C018934 | 3-methylaspartic acid | RN given refers to cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C024006 | 1,4-bis(2'-chloroethyl)-1,4-diazabicyclo(2.2.1)heptane | RN given refers to dichloride; structure
http://id.nlm.nih.gov/mesh/2019/C033026 | trolamine polypeptide oleate-condensate | ear wax remover; active ingredient is TEA oleyl hydrolysed animal protein, a concentration product of oleic acid & hydrolysed animal protein coupled to triethanolamine; acts as mild detergent; contains triethanolamine, chlorbutol, propyleneglycol & oleyl polypeptide
http://id.nlm.nih.gov/mesh/2019/C038028 | N(alpha)-benzoylarginineamide | RN given refers to parent cpd(S)-isomer
http://id.nlm.nih.gov/mesh/2019/C000055 | alloclamide | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000061 | allysine | structure
http://id.nlm.nih.gov/mesh/2019/C000132 | pseudourea | clinical use; structure
http://id.nlm.nih.gov/mesh/2019/C000147 | cafedrine, theodrenaline drug combination | used in therapy of orthostatic hypotensive disorder; combination drug consisting of ethylaminotheophylline derivatives; stimulates blood circulation;
http://id.nlm.nih.gov/mesh/2019/C000194 | N(1)-allylthiocarbamoyl-N(2)-methylthiocarbamoylhydrazine | structure
http://id.nlm.nih.gov/mesh/2019/C000252 | betalamic acid | structure; the key intermediate in biogenesis of BETALAINS from TYROSINE
http://id.nlm.nih.gov/mesh/2019/C000259 | orazamide | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C000273 | N,N'-bis(4-aminophenyl)-1,3-xylylenediamine | osmiophilic reagent
http://id.nlm.nih.gov/mesh/2019/C000310 | 3-bromoacetonyl trimethylammonium | RN given refers to bromide
http://id.nlm.nih.gov/mesh/2019/C000352 | elenolic acid | extract of olive plant; RN given refers to (2S-(2alpha,3alpha,4beta))-isomer; structure
http://id.nlm.nih.gov/mesh/2019/C000354 | bifidus factor | promotes growth of intestinal Lactobacillus bifidus
http://id.nlm.nih.gov/mesh/2019/C000375 | 3-carboxy-4-ferrocenylphenyl isothiocyanate | used for antibody labelling
http://id.nlm.nih.gov/mesh/2019/C000400 | chelocardin | RN given refers to (4R-(4alpha,4abeta,12abeta))-isomer
http://id.nlm.nih.gov/mesh/2019/C000467 | chelidimerine | structure
http://id.nlm.nih.gov/mesh/2019/C000486 | citiolone | RN given refers to cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000505 | convallatoxin | PI: *CONVALLARIA (73-79)
http://id.nlm.nih.gov/mesh/2019/C000541 | cyclopamine | teratogen from Veratrum californicum; structure
http://id.nlm.nih.gov/mesh/2019/C000562 | Rumalon | for drug therapy of osteoarthritis; tissue extract of cartilage & bone containing no protein, only small molecules such as amino acids, nucleotides, small polypeptides, oligosaccharides and minerals; RN given refers to cpd with unknown MF
http://id.nlm.nih.gov/mesh/2019/C001205 | fanasil, pyrimethamine drug combination | combination drug containing fanasil & pyrimethamine
http://id.nlm.nih.gov/mesh/2019/C001231 | 4'-fluoro-4-biphenylacetamide | structure
http://id.nlm.nih.gov/mesh/2019/C001343 | hexapropymate | structure
http://id.nlm.nih.gov/mesh/2019/C002350 | O-methyltyrosine | RN given refers to parent cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C002744 | 3-nitrotyrosine | RN given refers to parent cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C003025 | N-(4-(2-chloroethylmethylamino)-2-butynyl)-2-pyrrolidone | RN given refers to mono-HCl; structure
http://id.nlm.nih.gov/mesh/2019/C003029 | oxymethacil | structure
http://id.nlm.nih.gov/mesh/2019/C003064 | pentafluorophenylisothiocyanate | coupling agent used in Edman degradation
http://id.nlm.nih.gov/mesh/2019/C003209 | presqualene alcohol | RN & N1 from 9th CI; cpd not in Chemline 8/18/83
http://id.nlm.nih.gov/mesh/2019/C004197 | N,N'-diacetyl-L-cystine bis(methylamide) | model cpd of cystine residue
http://id.nlm.nih.gov/mesh/2019/C004471 | allyl isothiocyanate | used in the manufacture of flavors, war gases; medical use as a counterirritant; structure
http://id.nlm.nih.gov/mesh/2019/C005047 | pyranine | structure
http://id.nlm.nih.gov/mesh/2019/C005498 | magnolol | neuroprotective component of Magnolia obovata Thunb.; structure
http://id.nlm.nih.gov/mesh/2019/C000009 | N-acetylglucosaminylasparagine | RN given refers to parent cpd; presence in urine characteristic of aspartylglucosaminuria; structure
http://id.nlm.nih.gov/mesh/2019/C000015 | N-acetyl-L-arginine | has effect on convulsive seizures
http://id.nlm.nih.gov/mesh/2019/C000085 | 1-(m-aminophenyl)-2-cyclopropylaminoethanol.2HCl | RN given for di-HCl; structure
http://id.nlm.nih.gov/mesh/2019/C000101 | ara-ATP | structure
http://id.nlm.nih.gov/mesh/2019/C000109 | azabicyclane | structure
http://id.nlm.nih.gov/mesh/2019/C000136 | benzo-tepa | structure
http://id.nlm.nih.gov/mesh/2019/C000148 | 4-aminotetrolic acid | structure
http://id.nlm.nih.gov/mesh/2019/C000149 | 8-azahypoxanthine | an antimalarial that inhibits hypoxanthine-guanine-xanthine phosphoribosyltransferase; structure
http://id.nlm.nih.gov/mesh/2019/C000204 | S-2-aminoethyl cysteine | inhibits protein synthesis in mammalian cells; RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000214 | androst-16-en-3-one | boar taint steroid; RN given refers to (5alpha)-isomer
http://id.nlm.nih.gov/mesh/2019/C000229 | tyrosine-4-azobenzenearsonate | RN given refers to (L)-isomer
http://id.nlm.nih.gov/mesh/2019/C000232 | azalomycin-F | a macrocyclic lactone antibiotic
http://id.nlm.nih.gov/mesh/2019/C000240 | NSC 84963 | treatment of leptospiruria
http://id.nlm.nih.gov/mesh/2019/C000266 | arabinosone | inactivates alcohol oxidoreductases; RN given refers to (D)-isomer; RN for cpd without isomeric designation not avail 4/91
http://id.nlm.nih.gov/mesh/2019/C000295 | Bis-Q | photochromic activator of acetylcholine receptors; RN given refers to parent cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000329 | bufeniode | structure
http://id.nlm.nih.gov/mesh/2019/C000330 | bulbiformin | antibiotic produced by Bacillus subtilis
http://id.nlm.nih.gov/mesh/2019/C000334 | butanediol divinylether | VINYL ETHER (72-85) is no longer an active MH
http://id.nlm.nih.gov/mesh/2019/C000357 | cannabivarin | structure
http://id.nlm.nih.gov/mesh/2019/C000410 | 1-(4-chlorobenzoyl)-5-dimethylamino-2-methylindole acetic acid | indomethacin analog; structure
http://id.nlm.nih.gov/mesh/2019/C000425 | oxazolam | RN given refers to cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C000426 | 5-chloro-8-hydroxy-3,4-dihydro-3-methylisocoumarin-7-carboxylic acid | hydrolysate of ochratoxin A; RN given refers to cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C000045 | obtusastyrene | RN given refers to cpd with unspecified isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000143 | 1-(3-aminophenyl)flavazole | structure
http://id.nlm.nih.gov/mesh/2019/C000174 | ICI 58301 | isomer of ICI 61,129; structure
http://id.nlm.nih.gov/mesh/2019/C000185 | Acrofol | Russian drug; structure
http://id.nlm.nih.gov/mesh/2019/C000196 | amadinone | androgen antagonist
http://id.nlm.nih.gov/mesh/2019/C000199 | NSC 86047 | for treatment of leptospiruria
http://id.nlm.nih.gov/mesh/2019/C000203 | deoxyaminopteroic acid | carboxypeptidase cleavage product of methotrexate (minus glutamic acid); RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000210 | 2-amino-4-phenylsulfonylbenzenesulfonamide | structure
http://id.nlm.nih.gov/mesh/2019/C000211 | 2-amino-3-phosphonopropionic acid | RN given refers to parent cpd without isomeric designation; metabotropic glutamate receptor antagonist; do not confuse AP-3 used as an abbreviation for this with enhancer-binding protein AP-3 (a trans-activator) or clathrin assembly protein AP-3
http://id.nlm.nih.gov/mesh/2019/C000218 | antradion | analog of phenylbutazone
http://id.nlm.nih.gov/mesh/2019/C000228 | aristolochic acid I | phospholipase A inhibitor; RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000242 | inositol nicotinate, mefruside, reserpine drug combination | contains reserpine, mefruside & inositolnicotinate
http://id.nlm.nih.gov/mesh/2019/C000257 | polyhydroxyethyl methacrylate hydrogels | used in hydrophilic contact lenses & in occlusive dressings; formulation may be a copolymer with other hydrogel polymers such as ethylene glycol dimethacrylate, 2-hydroxyethyl methacrylate, or polyvinylpyrrolidone (polymerized)
http://id.nlm.nih.gov/mesh/2019/C000293 | bisnoryangonin | extract from mushrooms
http://id.nlm.nih.gov/mesh/2019/C000297 | bithionol sulfoxide | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000299 | Blankophor FBO | optical brightner from Bayer; structure
http://id.nlm.nih.gov/mesh/2019/C000311 | 16 alpha-bromoacetoxyprogesterone | structure
http://id.nlm.nih.gov/mesh/2019/C000324 | Brown FK | mixture of 2,4-diamino-5-(p-sulfophenylazo)toluene and 1,3-diamino-4,6-bis(p-sulfophenylazo)benzene
http://id.nlm.nih.gov/mesh/2019/C000336 | butazidamine | used in therapy of arthritis
http://id.nlm.nih.gov/mesh/2019/C000343 | N-t-butyl-5-methyl isoxazolium perchlorate | structure
http://id.nlm.nih.gov/mesh/2019/C000366 | O-carbamylserine | RN given refers to (D)-iosmer
http://id.nlm.nih.gov/mesh/2019/C000380 | fosfosal | reagent for testing the activity of certain enzymes
http://id.nlm.nih.gov/mesh/2019/C000393 | cedrene | major constituent of cedarwood oil
http://id.nlm.nih.gov/mesh/2019/C000462 | calcemic fraction A | biologically active; hypercalcemic & bone resortive peptide which is the biosynthetic precursor of parathyroid hormone
http://id.nlm.nih.gov/mesh/2019/C000465 | chainin | structure
http://id.nlm.nih.gov/mesh/2019/C000468 | deoxypipradrol | RN given refers to parent cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000469 | diazobenzenesulfonic acid | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000474 | cholestane-3,5,6-triol | structure; RN given refers to cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C000490 | clobenzorex | RN given refers to (+)-isomer; structure
http://id.nlm.nih.gov/mesh/2019/C000491 | clomegestone acetate | structure
http://id.nlm.nih.gov/mesh/2019/C000498 | coherin | hormone-like factor isolated from bovine posterior pituitary; involved in the mechanism of myenteric neuronal activation; RN given refers to cpd with unknown MF
http://id.nlm.nih.gov/mesh/2019/C000503 | conductase | reduces pyruvic & lactic acid concentration in normal subjects after muscular exercise; structure
http://id.nlm.nih.gov/mesh/2019/C000515 | cremophor EL | solvent for Althesin & Propanidid implicated as possible cause of similar adverse effects polyethoxylated castor oil; RN given refers to cpd with unknown MF; see also records for cremophor & cremophor A
http://id.nlm.nih.gov/mesh/2019/C000519 | cryogenine | extract from Heimia salicifolia; do not confuse with pharmaceutical preparation of same name; RN given refers to cpd without isomeric designation
http://id.nlm.nih.gov/mesh/2019/C000520 | cuprous oxide | see also Copper(II) oxide (cupric oxide, CuO)
http://id.nlm.nih.gov/mesh/2019/C001242 | 5-fluoroorotic acid | inhibits the dietary induction of serine dehydratase
http://id.nlm.nih.gov/mesh/2019/C001484 | desoxyoxamniquine | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C001703 | 2-mercapto-5-(4-chlorobenzyl)orotic aldehyde | inhibitor of thymidine kinase
http://id.nlm.nih.gov/mesh/2019/C001886 | 2-ethyl-8-methyl-2,8-diazaspiro(4,5)decane-1,3-dione | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C004348 | chimyl alcohol | RN given refers to cpd with specified locant & without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C005246 | myristicin | asaricin is an isomer; structure; a methylene dioxy version of elemicin;
http://id.nlm.nih.gov/mesh/2019/C005267 | moroxydine | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C007035 | Chocolate Brown F B | diazotized naphthionic acid coupled with morin & maclurin
http://id.nlm.nih.gov/mesh/2019/C007377 | di-2-(ethylhexyl)phosphoric acid | RN given refers to parent cpd
http://id.nlm.nih.gov/mesh/2019/C008399 | 3-methoxy-14 alpha-hydroxy-8 alpha-estra-1,3,5(10)- triene-11,17-dione | structure
http://id.nlm.nih.gov/mesh/2019/C011230 | delta-(3,4-dihydroxyphenyl)-gamma-valerolactone | extracted from human urine in assay for catecholamines; structure
http://id.nlm.nih.gov/mesh/2019/C078040 | catalpol | component of dihuang; RN given refers to (1aS-(1aalpha,1bbeta,2beta,5abeta,6beta,6aalpha))-isomer; RN for cpd without isomeric designation not avail 12/92
http://id.nlm.nih.gov/mesh/2019/C088108 | inerminoside B | an iridoid glycoside from Clerodendrum inerme; structure given in first source
http://id.nlm.nih.gov/mesh/2019/C410909 | iridoid glucoside antirrhinoside | structure in first source
http://id.nlm.nih.gov/mesh/2019/C453360 | 6-O-(2'', 4''-diacetyl-3'' -O-p-methoxycinnamoyl)-rhamnopyranosyl catalpol | structure in first source
http://id.nlm.nih.gov/mesh/2019/C453361 | scrophuloside A(4) | structure in first source
http://id.nlm.nih.gov/mesh/2019/C468757 | 1,5,9-epi-deoxyloganic acid | RN given for (1S-(1alpha,4aalpha,7alpha,7aalpha)-isomer; structure in first source
http://id.nlm.nih.gov/mesh/2019/C000006 | insulin, neutral | a neutral, buffered solution of pork insulin
http://id.nlm.nih.gov/mesh/2019/C000028 | carboxyphosphamide | metabolite of cyclophosphamide; RN given refers to cpd without isomeric designation; structure
http://id.nlm.nih.gov/mesh/2019/C000121 | pipoxolan | synonyms BR-18 & rowapraxin refer to HCl; structure
http://id.nlm.nih.gov/mesh/2019/C000154 | alpinumisoflavone | extract from twigs of poisonous British plant
http://id.nlm.nih.gov/mesh/2019/C000171 | dixanthogen | structure
http://id.nlm.nih.gov/mesh/2019/C000192 | valofane | neurotropic drug; RN given refers to cpd with unspecified isomeric designation
http://id.nlm.nih.gov/mesh/2019/C000241 | carbanolate | structure
http://id.nlm.nih.gov/mesh/2019/C000263 | S-Adchnon | structure
http://id.nlm.nih.gov/mesh/2019/C000288 | ritrosulfan | RN given refers to parent cpd(R*,S*)-isomer; structure
http://id.nlm.nih.gov/mesh/2019/C000316 | 1-bromomercuri-2-hydroxypropane | RN given refers to unlabeled cpd
http://id.nlm.nih.gov/mesh/2019/C000325 | brufacaine | RN given refers to parent cpd; structure
http://id.nlm.nih.gov/mesh/2019/C000327 | atropine, pralidoxime iodide, trichlorofon drug combination | contains trichlorophon, pyridinaldoxime methyl iodide, and atropine sulfate
http://id.nlm.nih.gov/mesh/2019/C000345 | t-butyloxycarbonyl group | blocking group for amino group of amino acids, peptides & proteins
http://id.nlm.nih.gov/mesh/2019/C000499 | ferric oxide | RN given refers to cpd with MF of Fe2-O3; structure
